0,40.5,0
0.02,40.5,0
0.039999999,40.5,0.98026669
0.059999999,40.5,0.941829801
0.079999998,40.5,1.885166883
0.099999994,40.5,3.771781683
0.119999997,40.5,4.604154587
0.140000001,40.5,7.364422798
0.159999996,40.5,9.03619194
0.179999992,40.5,11.62267685
0.199999988,40.5,13.12747765
0.219999999,40.5,15.55354118
0.239999995,40.5,17.88447762
0.25999999,40.5,20.12401581
0.280000001,40.5,22.27573967
0.299999982,40.5,24.34309387
0.319999993,40.5,26.32938576
0.340000004,40.5,29.21805954
0.359999985,40.5,31.01320076
0.379999995,40.5,32.73795319
0.399999976,40.5,34.39507675
0.419999987,40.5,36.96749115
0.439999998,40.5,38.45877075
0.459999979,40.5,39.89157867
0.479999989,40.5,42.24847031
0.5,40.5,43.53268051
0.519999981,40.5,44.76653671
0.539999962,40.5,45.95201111
0.560000002,40.5,48.07126999
0.579999983,40.5,49.12716293
0.599999964,40.5,50.14165497
0.620000005,40.5,52.09663391
0.639999986,40.5,52.99468994
0.659999967,40.5,53.8575325
0.680000007,40.5,55.66680908
0.699999988,40.5,56.42487717
0.719999969,40.5,57.15322113
0.74000001,40.5,58.83327103
0.75999999,40.5,59.46717834
0.779999971,40.5,61.05649567
0.799999952,40.5,61.60322952
0.819999993,40.5,63.10879135
0.839999974,40.5,63.57505417
0.859999955,40.5,65.00330353
0.879999995,40.5,65.39527893
0.899999976,40.5,66.75215149
0.919999957,40.5,68.05582428
0.939999998,40.5,68.32810974
0.959999979,40.5,69.56998444
0.979999959,40.5,69.78289795
1,40.5,70.96772766
1.019999981,40.5,72.10610199
1.039999962,40.5,72.21957397
1.059999943,40.5,73.30886078
1.079999924,40.5,73.37517548
1.100000024,40.5,74.41915131
1.120000005,40.5,75.42219543
1.139999986,40.5,75.40563965
1.159999967,40.5,76.37000275
1.179999948,40.5,76.31628418
1.199999928,40.5,77.24494171
1.220000029,40.5,78.13718414
1.24000001,40.5,78.01417542
1.25999999,40.5,78.87625122
1.279999971,40.5,78.72425842
1.299999952,40.5,79.55849457
1.319999933,40.5,80.3600235
1.339999914,40.5,80.14985657
1.360000014,40.5,80.92819214
1.379999995,40.5,81.67601013
1.399999976,40.5,81.41423798
1.419999957,40.5,82.14299774
1.439999938,40.5,82.84318542
1.459999919,40.5,82.53565216
1.480000019,40.5,83.22044373
1.5,40.5,82.89811707
1.519999981,40.5,83.56869507
1.539999962,40.5,84.21297455
1.559999943,40.5,83.85173035
1.579999924,40.5,84.48491669
1.599999905,40.5,85.09327698
1.620000005,40.5,84.69750977
1.639999986,40.5,85.29753113
1.659999967,40.5,85.87402344
1.679999948,40.5,85.44764709
1.699999928,40.5,86.01825714
1.719999909,40.5,85.58622742
1.74000001,40.5,86.15139771
1.75999999,40.5,86.69441223
1.779999971,40.5,86.23587036
1.799999952,40.5,86.77557373
1.819999933,40.5,87.29411316
1.839999914,40.5,86.81204987
1.860000014,40.5,87.32915497
1.879999995,40.5,87.82598877
1.899999976,40.5,87.32307434
1.919999957,40.5,87.82014465
1.939999938,40.5,87.31745911
1.959999919,40.5,87.81475067
1.9799999,40.5,88.2925415
2,40.5,87.77133179
2.019999981,40.5,88.25082397
2.039999962,40.5,88.71151733
2.059999943,40.5,88.17388153
2.079999924,40.5,88.6375885
2.099999905,40.5,89.08311462
2.119999886,40.5,88.53090668
2.139999866,40.5,88.98062134
2.159999847,40.5,88.43243408
2.180000067,40.5,88.88600922
2.200000048,40.5,89.32180023
2.220000029,40.5,88.76023102
2.24000001,40.5,89.20095062
2.25999999,40.5,89.62438965
2.279999971,40.5,89.05095673
2.299999952,40.5,89.48027802
2.319999933,40.5,89.89276123
2.339999914,40.5,89.30880737
2.359999895,40.5,89.72801971
2.379999876,40.5,89.15052795
2.399999857,40.5,89.57594299
2.419999838,40.5,89.98468018
2.440000057,40.5,89.39711761
2.460000038,40.5,89.81286621
2.480000019,40.5,89.23204041
2.5,40.5,89.65425873
2.519999981,40.5,90.05992126
2.539999962,40.5,89.46941376
2.559999943,40.5,89.88232422
2.579999924,40.5,90.2790451
2.599999905,40.5,89.6799469
2.619999886,40.5,90.08460236
2.639999866,40.5,90.47338867
2.659999847,40.5,89.8666687
2.679999828,40.5,90.26399994
2.700000048,40.5,89.6654892
2.720000029,40.5,90.07070923
2.74000001,40.5,90.46004486
2.75999999,40.5,89.85384369
2.779999971,40.5,90.25167847
2.799999952,40.5,89.65364838
2.819999933,40.5,90.0593338
2.839999914,40.5,90.44911194
2.859999895,40.5,89.84334564
2.879999876,40.5,90.24159241
2.899999857,40.5,90.62422943
2.919999838,40.5,90.01159668
2.939999819,40.5,90.40325165
2.960000038,40.5,90.77954865
2.980000019,40.5,90.16082001
3,40.5,90.54662323
3.019999981,40.5,89.93702698
3.039999962,40.5,90.331604
3.059999943,40.5,90.71070862
3.079999924,40.5,90.09468079
3.099999905,40.5,90.483078
3.119999886,40.5,90.85624695
3.139999866,40.5,90.23451233
3.159999847,40.5,90.61742401
3.179999828,40.5,90.98532104
3.199999809,40.5,90.35852814
3.220000029,40.5,90.7365799
3.24000001,40.5,91.09980774
3.25999999,40.5,90.46852112
3.279999971,40.5,90.84225464
3.299999952,40.5,91.20133972
3.319999933,40.5,90.56607819
3.339999914,40.5,90.93598938
3.359999895,40.5,90.31112671
3.379999876,40.5,90.69103241
3.399999857,40.5,91.05604553
3.419999838,40.5,90.42647552
3.439999819,40.5,90.80185699
3.460000038,40.5,91.16252136
3.480000019,40.5,90.52877808
3.5,40.5,90.90015411
